image_path,true,pred,confidence,probs
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/glioma/791556ea964373d5f209d5e7ff519908cd61569e.jpg,glioma,meningioma,0.959296464920044,"[0.015057031065225601, 0.959296464920044, 0.01343908254057169, 0.012207466177642345]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/3862404de620df7e810ddd63eec30682878100cd.jpg,meningioma,pituitary,0.9131592512130737,"[0.023930471390485764, 0.04091506451368332, 0.9131592512130737, 0.0219951830804348]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/a378fcb50d6527ab5f3e5e090823e68b32374aac.jpg,meningioma,pituitary,0.8890540599822998,"[0.025974446907639503, 0.06177009269595146, 0.8890540599822998, 0.023201413452625275]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/2d764611156b8c6305b5d5c75904c64ac3e84e5e.jpg,meningioma,pituitary,0.8976674675941467,"[0.025170939043164253, 0.05502921715378761, 0.8976674675941467, 0.022132370620965958]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/f9f8168beccdf0d743b34845c5e5b2fa2cd9bc8a.jpg,meningioma,pituitary,0.8322505950927734,"[0.03315583989024162, 0.10825420171022415, 0.8322505950927734, 0.02633942849934101]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/0dcd1fda04ed804d9259d7ac1d0f9567388db7e4.jpg,meningioma,pituitary,0.7658915519714355,"[0.036020178347826004, 0.16314873099327087, 0.7658915519714355, 0.034939441829919815]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/4abd511ea406b6e7590ffb7eec6b0b3b39141d8b.jpg,meningioma,pituitary,0.9028350710868835,"[0.02624896541237831, 0.04655476287007332, 0.9028350710868835, 0.024361208081245422]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/pituitary/1a51dc28a0ff49e50af4b6d27b04e3969d197a5c.jpg,pituitary,glioma,0.5594896078109741,"[0.5594896078109741, 0.07826005667448044, 0.30980080366134644, 0.0524495393037796]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/pituitary/ad7590dfa37775dfba10630eeaeae2c11b5dceb9.jpg,pituitary,meningioma,0.9573874473571777,"[0.013247398659586906, 0.9573874473571777, 0.015633542090654373, 0.013731641694903374]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/20328c6f777d6726fc2afc37f174b7c0e34b51c6.jpg,notumor,meningioma,0.9613771438598633,"[0.012451542541384697, 0.9613771438598633, 0.013466132804751396, 0.01270508486777544]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/3a3f720f038bca6341ee3717ac8db2ece3c6ed19.jpg,notumor,meningioma,0.4478625953197479,"[0.4417409300804138, 0.4478625953197479, 0.024537889286875725, 0.08585860580205917]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/6df84a2dd9de024212bac43d4ff97cf9caf437a0.jpg,notumor,glioma,0.9580283164978027,"[0.9580283164978027, 0.014772956259548664, 0.013611536473035812, 0.013587257824838161]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/824cc30e6db10e0e4f34d012703b17e857e38c41.jpg,notumor,glioma,0.9430299401283264,"[0.9430299401283264, 0.019047828391194344, 0.016304945573210716, 0.02161719836294651]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/9237d59d33750d024d41430e05ce973fda0b7c45.jpg,notumor,glioma,0.9580302834510803,"[0.9580302834510803, 0.015051103197038174, 0.01313246414065361, 0.013786139898002148]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/b3d1d69e5081070d4992415022a9d33d08de12da.jpg,notumor,glioma,0.7308506369590759,"[0.7308506369590759, 0.04023078456521034, 0.02987326867878437, 0.1990453600883484]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/ef0d25189990e5972c59fe220f1c4cfbe84654b6.jpg,meningioma,pituitary,0.814942479133606,"[0.048516493290662766, 0.08234526962041855, 0.814942479133606, 0.05419575050473213]"
