image_path,true,pred,confidence,probs
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/glioma/0601adc252de2008bdec93bf35e92f3ebdaeac8e.jpg,glioma,meningioma,0.8416720628738403,"[0.1056462824344635, 0.8416720628738403, 0.029126234352588654, 0.02355535328388214]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/glioma/791556ea964373d5f209d5e7ff519908cd61569e.jpg,glioma,meningioma,0.9606127142906189,"[0.012393932789564133, 0.9606127142906189, 0.013862675055861473, 0.013130727224051952]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/glioma/d78ced7d70762a5127a67ab900f6b0787ef79924.jpg,glioma,meningioma,0.9587109684944153,"[0.014331173151731491, 0.9587109684944153, 0.013182590715587139, 0.013775280676782131]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/glioma/d2f2ef90cc90df5e2b2496a71d0bd7fe77a3d97f.jpg,glioma,pituitary,0.8351168632507324,"[0.10137751698493958, 0.02064458839595318, 0.8351168632507324, 0.0428609661757946]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/meningioma/c053725886f3c866b1d239cfd99aa336688658c7.jpg,meningioma,pituitary,0.9325292706489563,"[0.013725880533456802, 0.037764228880405426, 0.9325292706489563, 0.015980640426278114]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/pituitary/30e169f0e45c9d094374875600a3b52502486d53.jpg,pituitary,meningioma,0.9615796208381653,"[0.011956675909459591, 0.9615796208381653, 0.013146104291081429, 0.01331761758774519]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/pituitary/ad7590dfa37775dfba10630eeaeae2c11b5dceb9.jpg,pituitary,meningioma,0.9524629712104797,"[0.013257011771202087, 0.9524629712104797, 0.020055947825312614, 0.014223991893231869]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/20328c6f777d6726fc2afc37f174b7c0e34b51c6.jpg,notumor,meningioma,0.7661365270614624,"[0.030218398198485374, 0.7661365270614624, 0.032494768500328064, 0.1711503565311432]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/6df84a2dd9de024212bac43d4ff97cf9caf437a0.jpg,notumor,glioma,0.9655022621154785,"[0.9655022621154785, 0.011274362914264202, 0.011570028029382229, 0.01165337860584259]"
/kaggle/working/HybridResNet50V2-RViT/data/processed/tightcrop/test/notumor/9237d59d33750d024d41430e05ce973fda0b7c45.jpg,notumor,glioma,0.9643346071243286,"[0.9643346071243286, 0.011474976316094398, 0.012026182375848293, 0.012164248153567314]"
