orig_path,class,source_split,sha1,width,height,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,failed,too_dark,too_bright,low_contrast,suspect
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1135.jpg,glioma,training,de6b67082b9a0c0713b763e05d9b8ada97b1a895,512,512,1.0,30.186145782470703,39.94932556152344,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0559.jpg,glioma,training,908ec0b0d106f35a465ad7fa5478df36e71357bf,512,512,1.0,25.32735824584961,34.28819274902344,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1121.jpg,glioma,training,63fdbf5e97fd275de4dd0c77f97d433a3c9c6bce,512,512,1.0,42.4081916809082,42.685455322265625,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0217.jpg,glioma,training,4d41658fc3255be8fbae7780e41db97be39a25f7,512,512,1.0,17.849857330322266,25.97601318359375,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1109.jpg,glioma,training,a72fbdaadcb9b6cc64076d1a7054583c27984ca0,512,512,1.0,34.50954818725586,40.28875732421875,0.0,253.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0571.jpg,glioma,training,380f7f1a72c40e74d441b2f29bf8bf904e4067e3,512,512,1.0,32.835506439208984,39.3963508605957,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0565.jpg,glioma,training,29bffbb1d1ccc76f624422b87ea58883de54327b,512,512,1.0,33.28567123413086,35.7523193359375,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0203.jpg,glioma,training,d5a8c52850986db8f9841870b5e5fb26a921d293,512,512,1.0,21.99374008178711,26.600601196289062,0.0,253.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-glTr_0003.jpg,glioma,training,f0a7ab07d7be015de063896e67bbae09622a32bc,512,512,1.0,24.90619659423828,27.87571907043457,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0997.jpg,glioma,training,af393486ccf610c91043c5f25c92f07bc9fb8a7a,512,512,1.0,33.856781005859375,42.741275787353516,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0029.jpg,glioma,training,6b7a5254e8e550bcf10d68d2e8a0ed8ff35e01d8,512,512,1.0,28.202537536621094,35.86552810668945,0.0,252.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0983.jpg,glioma,training,556a1d5bf2358fe0ed6da78dad10f459525a3633,512,512,1.0,60.999183654785156,47.38834762573242,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0773.jpg,glioma,training,b2cdc27b684133a7e3473ccc152ea8bc705593c2,512,512,1.0,25.464252471923828,28.71297264099121,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0015.jpg,glioma,training,6cc46a2703460c0a4ad1c37aee32d6f6ad43f5e5,512,512,1.0,37.27499771118164,38.32253646850586,0.0,254.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0767.jpg,glioma,training,2983f33d1c381b572590fba8cf29a40e3ff82e03,512,512,1.0,37.5953254699707,38.481712341308594,0.0,252.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0954.jpg,glioma,training,ef940aadc3bdd3be58b4e39efae35b37fb5e93fc,512,512,1.0,36.7281379699707,39.47648239135742,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0940.jpg,glioma,training,e547df89fda5395d9167153fb3491702e9f38c0d,512,512,1.0,39.76105499267578,36.49794006347656,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0798.jpg,glioma,training,8efef36224adebb50ff642da7a437d1dbefe7edc,512,512,1.0,33.01264572143555,40.05908203125,0.0,252.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0968.jpg,glioma,training,3845e0df3a671dff6d60d8b3368132d939250bcf,512,512,1.0,37.16275405883789,36.86239242553711,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1243.jpg,glioma,training,256750db294bdeb4691926f4656686bce3d66549,512,512,1.0,53.52765655517578,48.18657684326172,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0149.jpg,glioma,training,0d591cc625264838d5004599b8b879e46c4371d0,512,512,1.0,24.918804168701172,30.640607833862305,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1257.jpg,glioma,training,9b3c2880c3136a8ea409433b0f4fdc093af11c5a,512,512,1.0,40.65444564819336,37.470420837402344,0.0,254.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0607.jpg,glioma,training,a3205d572cd77143bf467e9374773c4d8067a59f,512,512,1.0,36.4525146484375,41.02516555786133,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0161.jpg,glioma,training,b2a6f05b0c12d95fdbc6c7500e83d036f17fa512,512,512,1.0,26.394718170166016,33.96819305419922,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0175.jpg,glioma,training,1e7e73a24a68470a6b969762069d12fc02182095,512,512,1.0,22.889118194580078,31.953144073486328,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0613.jpg,glioma,training,ec41d5e769a2902469479698adc54a3719019729,512,512,1.0,38.33195495605469,40.892269134521484,0.0,253.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0820.jpg,glioma,training,f6c5315fbdcb688dcbc88a0d256890db37e606ec,512,512,1.0,33.847686767578125,42.64847946166992,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1280.jpg,glioma,training,16d3eb03557788e72981dd74a4342d5f4c6b0eb2,512,512,1.0,27.014556884765625,35.49850845336914,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1294.jpg,glioma,training,0d855922ad6729a108850493f135f2340c5a24f6,512,512,1.0,31.841655731201172,41.59761047363281,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0834.jpg,glioma,training,2be6dd8d5c2cdb930247b8ca159f1a70264a268b,512,512,1.0,37.474056243896484,37.82402801513672,0.0,253.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0808.jpg,glioma,training,02ab20ec2ecef92baa59e7e7e5845c49d8f4cbcd,512,512,1.0,39.105369567871094,43.036685943603516,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1041.jpg,glioma,training,38179cce2b8a00d226bfd601f0d8d9865741e837,512,512,1.0,43.44081497192383,36.64776611328125,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0439.jpg,glioma,training,7ce85c5f8438f29dcc18226823408bfd071a669a,512,512,1.0,34.227317810058594,41.042503356933594,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1055.jpg,glioma,training,716b430b7c8683f6eefeddb85d3720a30e6f2f42,512,512,1.0,46.80345916748047,41.5993537902832,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0363.jpg,glioma,training,0310de593e422e28c621dd5306c4f1dd7c285725,512,512,1.0,20.366127014160156,30.96778106689453,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0405.jpg,glioma,training,f3661c8f7a06580555834e2f897e4c60fa496974,512,512,1.0,20.951000213623047,39.50539016723633,0.0,252.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0411.jpg,glioma,training,80d1e9023b93c6db7ca7a1627c6fdf5e542731a1,512,512,1.0,25.51189422607422,32.83183670043945,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1069.jpg,glioma,training,5bd4b3420b5f8e139eafe199466630c1fca5e6ae,512,512,1.0,33.87650680541992,30.066078186035156,0.0,251.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0377.jpg,glioma,training,343fd3c6291ff4e47cf80ad72481921389668334,512,512,1.0,20.48035430908203,31.62937355041504,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1082.jpg,glioma,training,683ce3cab147835fdc9a9bed04a7554c5e5a37c7,512,512,1.0,51.867095947265625,36.07804870605469,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0388.jpg,glioma,training,287107a3c92348d0bf56ad57a26ae4a0b99b6ce3,512,512,1.0,25.09048080444336,38.485504150390625,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1096.jpg,glioma,training,2c33e54b32d6a7a419f3fbec71a06af975c4d671,512,512,1.0,36.98085403442383,38.454837799072266,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1097.jpg,glioma,training,da941d722e6ac31112f542d2c7f3e2b138b585f3,512,512,1.0,48.549312591552734,47.2315673828125,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_0389.jpg,glioma,training,4d9b88e70a966b14d1b2ec86afef97a5324fae4f,512,512,1.0,22.27927017211914,34.79578399658203,0.0,255.0,False,False,False,False,False
/Users/riyabasak_15/brain_tumor_project/data/raw/brain-tumor-mri-dataset/kaggle_brain_mri_scan_dataset/Training/glioma/Tr-gl_1083.jpg,glioma,training,bb0d7d4f5c9d05d95d61baa1a5557eeb24d8b1dd,512,512,1.0,48.21998596191406,35.601463317871094,0.0,255.0,False,False,False,False,False
