train_loss,val_loss,train_acc,val_acc,val_macro_f1,epoch_time_sec
0.8702801972346937,0.4697467545928268,0.7257064093728464,0.8255280073461891,0.8162995933167075,24.083240270614624
0.5749343229030265,0.42317938364172464,0.8472317941649438,0.8457300275482094,0.8408922600674495,21.329760789871216
0.5265834234156829,0.41392232146014907,0.8626234780611073,0.8420569329660239,0.8342549178833614,21.76911211013794
0.5041815324019159,0.37156310932145475,0.8734206294509533,0.8705234159779615,0.863244010734584,22.287448406219482
0.47197095624282664,0.4122334677382664,0.8927176659774868,0.8402203856749312,0.8384549669460611,22.7486732006073
0.8051274834954271,0.21512186226218638,0.8198943257523547,0.9476584022038568,0.9475690980295117,57.820863485336304
0.3571579293556496,0.14825055097837833,0.9529060418102459,0.9660238751147842,0.9658786814776454,51.25503921508789
0.31699869532695235,0.16113814516925176,0.9666896393291983,0.9595959595959596,0.9596220539570846,51.15497279167175
0.30478650363332893,0.20202178621957126,0.972662531587411,0.945821854912764,0.9464928265491663,51.20721793174744
0.2782750700928002,0.10684849652722546,0.981851596600046,0.9788797061524335,0.9787111390707721,51.28846740722656
0.2779923451068674,0.14015847405023646,0.978175970594992,0.9733700642791552,0.9734955393708312,51.23726272583008
0.2641764105687655,0.09270776955528857,0.983459682977257,0.9733700642791552,0.9736110317480159,51.190675258636475
0.2622400382463066,0.08922544407039963,0.9843785894785205,0.9834710743801653,0.9833500869192526,51.14069938659668
0.24647533028544213,0.14686845227070255,0.9882839421088904,0.9687786960514233,0.9689512826150085,51.17124533653259
0.2502849004425018,0.0817301514959587,0.987135308982311,0.9843893480257117,0.9842795222540912,51.30086588859558
0.24678564156208152,0.12392653387529079,0.9896623018607856,0.9742883379247016,0.9740997835705674,51.18609595298767
0.2465892048155114,0.13357689467671818,0.9896623018607856,0.967860422405877,0.9678433577146796,51.17325472831726
0.24203370425609674,0.07648914596416514,0.9905812083620492,0.9871441689623508,0.9871297058619191,51.15174078941345
0.2317242637232148,0.09806253883861095,0.9915001148633127,0.9797979797979798,0.9797158345059138,51.1189227104187
0.23854602143842818,0.08536811168857186,0.9917298414886285,0.9843893480257117,0.9842787968228589,51.142993688583374
