train_loss,val_loss,train_acc,val_acc,val_macro_f1,epoch_time_sec
0.7656356083119616,0.43208555849842023,0.7369025735294118,0.8282828282828283,0.8214132603684319,41.70046401023865
0.5668250865796033,0.4091744725904586,0.8409926470588235,0.8411386593204775,0.8331708835006061,36.28379440307617
0.5317313031238668,0.38576639107709854,0.86328125,0.8760330578512396,0.8767988920223527,32.764761447906494
0.5173099047559149,0.3076974269390941,0.8630514705882353,0.8861340679522498,0.8841940713387222,33.921778440475464
0.513153643511674,0.2820159120368023,0.8658088235294118,0.9026629935720845,0.9010897631704303,34.6644127368927
0.45769114956698,0.3057468925077636,0.8986672794117647,0.8806244260789715,0.8799605465079586,67.42091035842896
0.35083419533775134,0.13643219669865184,0.9457720588235294,0.9641873278236914,0.9642751608227829,72.54277729988098
0.2975496258586645,0.13740965914617476,0.9705882352941176,0.9586776859504132,0.9588955117334281,73.31209659576416
0.2860519675647511,0.11537993608146933,0.9724264705882353,0.9733700642791552,0.9734702415327039,72.88726758956909
0.265599340748261,0.08890910413119638,0.9777113970588235,0.9742883379247016,0.9740510053730986,73.1563310623169
0.2623700666076997,0.14751819284980017,0.9800091911764706,0.9623507805325987,0.9627339775845939,73.50792860984802
0.24541771466679432,0.0959472327439253,0.9859834558823529,0.9816345270890725,0.9814523404507163,73.04169344902039
0.2412753689157612,0.08678416344888776,0.98828125,0.9862258953168044,0.986312498320392,73.350905418396
0.2498389931724352,0.07109607947191533,0.9850643382352942,0.9880624426078971,0.9880038877719741,72.66358065605164
0.24298870344372356,0.06921117795721941,0.9869025735294118,0.9871441689623508,0.9870310092959291,65.92423725128174
0.23659201875767288,0.07562981459035908,0.9896599264705882,0.9862258953168044,0.9862555202715182,56.70872497558594
0.2269719410687685,0.09721215515370978,0.9931066176470589,0.9834710743801653,0.9833504469911158,56.674665212631226
0.23144025103572538,0.0819779129680058,0.9926470588235294,0.9825528007346189,0.9823805019194248,56.68569993972778
0.2208498943158809,0.08309716745164276,0.9956341911764706,0.9862258953168044,0.98610434908361,56.76089310646057
0.22371035595150554,0.15659270735065853,0.9947150735294118,0.9651056014692379,0.9643039715498016,56.61711406707764
0.2303649950772524,0.07062394281077866,0.9924172794117647,0.9880624426078971,0.9879327207692116,57.38586688041687
0.22901671850944266,0.08267978162490194,0.9935661764705882,0.9853076216712581,0.9854205766077234,61.70322060585022
0.23040849857908838,0.09408380225971273,0.9910386029411765,0.9825528007346189,0.9825037819648166,67.90494680404663
0.2219841648988864,0.08473741424101498,0.9954044117647058,0.9834710743801653,0.9835030286067884,72.31971287727356
