train_loss,val_loss,train_acc,val_acc,val_macro_f1,epoch_time_sec
0.8666873901924976,0.4706218270764535,0.7339765678842178,0.8402203856749312,0.8370577538320527,26.357471227645874
0.5871184354071614,0.3659567517246384,0.8325292901447278,0.8640955004591369,0.8634846021753065,24.68013644218445
0.5321440142090502,0.3431077372531609,0.8626234780611073,0.8723599632690542,0.8698578473085701,23.597612380981445
0.5024190266707999,0.42063293997814094,0.8766368022053757,0.8356290174471993,0.8198507047799845,23.277905225753784
0.476968505007082,0.3504750806089111,0.8874339535952217,0.8714416896235078,0.8712824117576874,23.712321281433105
0.7958144527822972,0.2745468054647507,0.8022053756030324,0.9109274563820018,0.9090774112142304,62.2074339389801
0.37516743182971674,0.1688237956188845,0.9473926028026648,0.953168044077135,0.9534577536667371,55.2138991355896
0.32016907421482205,0.19219961669381547,0.9639329198254077,0.9504132231404959,0.9506677956340018,55.45377016067505
0.2971279789339995,0.12840710526299762,0.972432804962095,0.9715335169880625,0.9711212655989381,55.57641124725342
0.3003467132093275,0.11720445280068505,0.9731219848380427,0.9724517906336089,0.9723546642453186,55.52527689933777
0.2684523879851852,0.09533703329231456,0.9813921433494142,0.9770431588613406,0.9771617220190237,55.52099919319153
0.27665737593089085,0.09300275979250587,0.979784056972203,0.9807162534435262,0.9807928711033465,55.62816524505615
0.2619006073724093,0.09349218146110944,0.9843785894785205,0.9788797061524335,0.9789575461616761,55.73388695716858
0.24566181159802697,0.10236546794026133,0.989202848610154,0.9770431588613406,0.976964909508512,55.328455686569214
0.24657059677737678,0.07830545808213418,0.9882839421088904,0.9880624426078971,0.9880148717844298,55.09575867652893
0.23427988745249909,0.09733963640076618,0.992648747989892,0.9807162534435262,0.9806841131390727,55.388084173202515
0.23982376760171797,0.09253698191968972,0.9915001148633127,0.9825528007346189,0.9825965534955401,55.533732891082764
0.24758325403185238,0.06932130507625386,0.9885136687342063,0.9871441689623508,0.9871432074014854,55.68196415901184
0.24521471260471944,0.10558555232270307,0.9880542154835745,0.977961432506887,0.9778993183687221,55.66411781311035
0.23947543260792659,0.08962057115248412,0.9896623018607856,0.9807162534435262,0.9804263076475227,55.69782042503357
0.22735744123893745,0.07698519318214898,0.9951757408683667,0.9889807162534435,0.9889710085816332,55.784231662750244
0.24454105584314165,0.12588016194854995,0.989202848610154,0.9742883379247016,0.9742664263695155,55.59933614730835
0.2403946464024219,0.07856890478293703,0.9901217551114174,0.9889807162534435,0.9888758742426078,55.44886827468872
0.23641717868675013,0.06210342920543515,0.9905812083620492,0.992653810835629,0.9926333134228331,55.183918714523315
0.23347597387969124,0.06769226811641504,0.9924190213645762,0.9908172635445363,0.9908693332191773,55.31658720970154
0.2326423476310864,0.08260391327775707,0.9931082012405238,0.9862258953168044,0.9862790074961598,55.58185291290283
0.23358621439549285,0.0867340251618673,0.9919595681139444,0.9853076216712581,0.9852082926741356,55.70617413520813
0.2239660826902567,0.08838667837206764,0.9951757408683667,0.9843893480257117,0.9843018275113078,55.683871269226074
0.23583520322442467,0.07868034224974332,0.9921892947392603,0.9880624426078971,0.988073540668548,55.717955350875854
0.23182447041050472,0.06938484548509832,0.9937973811164714,0.9935720844811754,0.9936080212866347,55.57628417015076
0.2214855269203508,0.09671437887763955,0.996324373994946,0.9825528007346189,0.9824088061390228,55.49396085739136
0.22256469224722336,0.07981328501667968,0.9947162876177349,0.9880624426078971,0.9881948163286502,55.47064399719238
0.22514549924016627,0.07003164270856821,0.9954054674936825,0.9908172635445363,0.9907511356120045,55.395347595214844
0.22560708996018897,0.07364608700788274,0.9947162876177349,0.98989898989899,0.989901583393235,55.33338952064514
0.22106382961098472,0.11264642334523499,0.9965541006202618,0.9807162534435262,0.9805551839805454,55.46403908729553
0.22430240324029369,0.05899284349342242,0.9954054674936825,0.9917355371900827,0.9917824402209113,55.532148361206055
0.22103101183169743,0.06937456142270204,0.9956351941189984,0.9917355371900827,0.9918230640650774,55.639246463775635
0.22298921217815426,0.06508327002873981,0.9960946473696302,0.9917355371900827,0.9917351935992733,55.52216958999634
0.21691253671776473,0.07850494064712218,0.9977027337468413,0.9871441689623508,0.9871703904856944,55.4253294467926
0.2184182670735064,0.07535831621335777,0.9970135538708936,0.98989898989899,0.9899357380436489,55.494481563568115
